ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,length,width,depth,spine_length,tip_distance,spine_num,lower_spines,country,location,notes
165,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,30,7.28,4.21,5.94,5.12,10.7,2,0,Ecuador,Punta Suarez,
166,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,31,5.97,2.89,5.1,5.45,10.98,2,0,Ecuador,Punta Suarez,
167,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,32,6.34,2.94,5.26,5.63,9.21,2,0,Ecuador,Punta Suarez,
168,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,33,7.64,3.34,5.59,4.48,8.85,2,0,Ecuador,Punta Suarez,
169,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,34,6.04,3,4.63,4.22,8.74,2,0,Ecuador,Punta Suarez,
170,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,35,7.09,2.89,5.22,7.7,13.88,2,0,Ecuador,Punta Suarez,
171,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,36,5.16,2.86,4.56,3.09,7,2,0,Ecuador,Punta Suarez,
172,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,37,6.5,2.78,4.89,4.69,7.2,2,0,Ecuador,Punta Suarez,
173,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,38,5.81,3.14,5.03,4.98,8.64,2,0,Ecuador,Punta Suarez,
174,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,39,7.06,3.59,5.87,5.12,11.12,2,0,Ecuador,Punta Suarez,
175,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,40,7.25,3.44,5.43,5.03,8.75,2,0,Ecuador,Punta Suarez,
176,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,41,6.66,3.34,4.71,4.25,9.86,2,0,Ecuador,Punta Suarez,
177,CDRS_57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,42,4.18,2.25,4.32,3.46,7.21,2,0,Ecuador,Punta Suarez,
178,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,43,4.68,5.08,5.26,4.94,11.61,2,0,Ecuador,Punta Suarez,
179,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,1,9.53,4.34,7.2,7.48,14.28,2,0,Ecuador,Playa Negra,
180,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,2,9.61,4.71,7.1,7.07,13.42,2,0,Ecuador,Playa Negra,
181,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,3,8,4.98,6.4,5.69,11.46,2,0,Ecuador,Playa Negra,
182,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,4,7.07,3.63,6.03,7.9,15.19,2,0,Ecuador,Playa Negra,
183,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,5,6.66,3.1,4.95,5.08,9.57,2,0,Ecuador,Playa Negra,
184,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,6,5.39,3.51,5.14,6.2,13.1,2,0,Ecuador,Playa Negra,
185,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,7,7.15,4.69,5.64,4.89,11.1,2,0,Ecuador,Playa Negra,
186,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,8,4.19,3.35,4.54,6.69,9.93,2,0,Ecuador,Playa Negra,
187,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,9,7.81,3.54,6.53,5.14,11.42,2,0,Ecuador,Playa Negra,
188,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,10,7,3.6,5.47,5.67,10.92,2,0,Ecuador,Playa Negra,
189,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,11,6.89,3.45,5.07,5.89,11.61,2,0,Ecuador,Playa Negra,
190,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,12,6.8,3.02,4.74,0,0,2,0,Ecuador,Playa Negra,
191,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,13,8.24,3.76,6.26,7.39,14.6,2,0,Ecuador,Playa Negra,
192,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,14,5.56,3.44,3.82,0,0,2,0,Ecuador,Playa Negra,
193,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,15,6.37,3.55,5.29,5.77,10.73,2,0,Ecuador,Playa Negra,
194,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,16,7.23,2.99,5.83,6.26,10.76,2,0,Ecuador,Playa Negra,
195,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,17,8.25,3.88,6.51,6.7,12,2,0,Ecuador,Playa Negra,
196,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,18,7.91,3.54,6.27,6.85,14.24,2,0,Ecuador,Playa Negra,
197,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,19,7.24,5.07,5.46,6.35,11.21,2,0,Ecuador,Playa Negra,
198,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,20,4.7,3.75,4.88,6.77,11.95,2,0,Ecuador,Playa Negra,
199,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,21,6.15,2.59,4.23,5.75,9.76,2,0,Ecuador,Playa Negra,
200,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,22,6.98,2.79,5,5.45,9.95,2,0,Ecuador,Playa Negra,
201,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,23,6.29,2.75,4.35,6.53,10.22,2,0,Ecuador,Playa Negra,
202,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,24,7.33,4.92,6.65,5.95,11.63,2,0,Ecuador,Playa Negra,
203,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,25,6.18,3.51,5.89,7.91,14.3,2,0,Ecuador,Playa Negra,
204,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,26,7.09,3.85,5.74,6.18,11.06,2,0,Ecuador,Playa Negra,
205,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,27,6.17,5.06,5.11,3.9,9.82,2,0,Ecuador,Playa Negra,
206,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,28,6.62,5.37,4.46,5.38,11.53,2,0,Ecuador,Playa Negra,
207,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,29,3.93,3.15,4.09,3.48,6.24,2,0,Ecuador,Playa Negra,
208,CDRS_57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,30,6.05,3.07,4.7,5.19,9.04,2,0,Ecuador,Playa Negra,
209,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,1,7.17,4.45,6.2,6.97,13.66,2,0,Ecuador,Mina,
210,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,2,7.07,3.76,5.2,3.94,9.91,2,0,Ecuador,Mina,
211,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,3,6.57,2.45,4.2,6.62,11.25,2,0,Ecuador,Mina,
212,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,4,5.99,3.35,4.78,5.46,11.24,2,0,Ecuador,Mina,
213,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,5,7.68,3.62,4.49,4.78,11.13,2,0,Ecuador,Mina,
214,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,6,7,4.37,5.24,4.61,11.26,2,0,Ecuador,Mina,
215,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,7,7.69,4.4,5.51,5.45,11.46,2,0,Ecuador,Mina,
216,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,8,6.79,3.66,5.52,4.4,9.96,2,0,Ecuador,Mina,
217,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,9,8.14,4.69,4.67,3.7,8.84,2,0,Ecuador,Mina,
218,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,10,6.55,4.08,5.46,4.34,8.13,2,0,Ecuador,Mina,
219,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,11,6.56,3.39,4.16,3.54,7.83,2,0,Ecuador,Mina,
220,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,12,6.3,3.51,5.17,4.28,9.46,2,0,Ecuador,Mina,
221,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,13,7.51,4.72,6.04,3.61,11.87,2,0,Ecuador,Mina,
222,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,14,7.44,3.92,5.69,6.9,12.08,2,0,Ecuador,Mina,
223,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,15,7.36,3.97,5.94,4.21,10.97,2,0,Ecuador,Mina,
224,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,16,6.64,3.53,4.42,2.93,7.25,2,0,Ecuador,Mina,
225,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,17,6.24,2.66,4.29,4.92,8.93,2,0,Ecuador,Mina,
226,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,18,6.68,4.26,5.75,6.34,11.6,2,0,Ecuador,Mina,
227,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,19,6.21,3.86,3.8,3.95,8.18,2,0,Ecuador,Mina,
228,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,20,8.33,4.39,5.04,4.09,8.03,2,0,Ecuador,Mina,
229,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,21,7.55,4.93,5.94,5.04,10.44,2,0,Ecuador,Mina,
230,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,22,6.71,3.7,6.21,4.71,10.26,2,0,Ecuador,Mina,
231,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,23,7.44,4.12,6.35,5.37,11.99,2,0,Ecuador,Mina,
232,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,24,7.85,4.58,4.42,6.35,11.86,2,0,Ecuador,Mina,
233,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,25,8.07,4.44,5.22,5.05,10.2,2,0,Ecuador,Mina,
234,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,26,7.69,4,4.39,4.47,9.41,2,0,Ecuador,Mina,
235,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,27,7.59,3.76,5.38,5.62,12.79,2,0,Ecuador,Mina,
236,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,28,5.1,2.52,4.19,5.2,7.45,2,0,Ecuador,Mina,
237,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,29,7.21,3.66,5.51,3.48,8.33,2,0,Ecuador,Mina,
238,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,30,6.82,3.34,3.5,3.26,6.72,2,0,Ecuador,Mina,
239,CDRS_57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,31,6.79,3.35,4.91,5.52,10.5,2,0,Ecuador,Mina,
240,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,1,9.71,3.81,6.36,6.79,12.56,2,0,Ecuador,Botadero,
241,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,2,9.59,4.57,5.87,5.89,12.4,2,0,Ecuador,Botadero,
242,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,3,7.56,3.31,5.93,7.08,13.36,2,0,Ecuador,Botadero,
243,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,4,9.97,4.55,6.5,6.62,13.76,2,0,Ecuador,Botadero,
244,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,5,7.85,3.92,5.52,6.62,11.35,2,0,Ecuador,Botadero,
245,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,6,6.7,3.53,5.1,6.91,13.19,2,0,Ecuador,Botadero,
246,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,7,7.81,4.31,6.42,5.64,10.85,2,0,Ecuador,Botadero,
247,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,8,6.42,3.22,4.84,7.12,12.71,2,0,Ecuador,Botadero,
248,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,9,6.03,3.13,3.68,7.24,10.66,2,0,Ecuador,Botadero,
249,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,10,7.62,3.73,5.24,7.11,13.09,2,0,Ecuador,Botadero,
250,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,11,7.99,3.97,5.98,6.13,12.71,2,0,Ecuador,Botadero,
251,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,12,5.42,3.87,5.43,6.4,12.94,2,0,Ecuador,Botadero,
252,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,13,8.86,4.41,6.57,6.99,13.73,2,0,Ecuador,Botadero,
253,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,14,7.56,4.06,5.54,7.99,13.68,2,0,Ecuador,Botadero,
254,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,15,9.42,4.27,6.68,6.69,13.95,2,0,Ecuador,Botadero,
255,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,16,7.24,3.51,5.25,6.68,14.28,2,0,Ecuador,Botadero,
256,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,17,6.63,3.55,5.21,7.6,15.02,2,0,Ecuador,Botadero,
257,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,18,7.16,3.84,5.42,7.52,14.2,2,0,Ecuador,Botadero,
258,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,19,7.73,4.18,5.57,6.52,12.15,2,0,Ecuador,Botadero,
259,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,20,7.26,3.88,5.52,6.7,13.7,2,0,Ecuador,Botadero,
260,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,21,6.95,3.59,5.32,6.5,12.68,2,0,Ecuador,Botadero,
261,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,22,8.95,3.56,5.83,6.07,10.71,2,0,Ecuador,Botadero,
262,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,23,7.71,3.56,5.5,6.25,11.79,2,0,Ecuador,Botadero,
263,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,24,7.56,3.81,5.47,5.41,12.27,2,0,Ecuador,Botadero,
264,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,25,5.21,1.7,3.52,4.82,7.07,2,0,Ecuador,Botadero,
265,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,26,6.63,2.79,5.16,5.34,9.33,2,0,Ecuador,Botadero,
266,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,27,6.79,3.16,4.97,5.52,10.84,2,0,Ecuador,Botadero,
267,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,28,6.15,2.95,4.59,4.78,9.21,2,0,Ecuador,Botadero,
268,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,29,5.6,2.83,4.2,5.61,11.07,2,0,Ecuador,Botadero,
269,CDRS_57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,30,5.44,2.67,2.77,6.26,11.78,2,0,Ecuador,Botadero,
270,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,1,7.26,2.62,5.09,4.88,9.89,2,0,Ecuador,Cementery,
271,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,2,5.49,3.41,4.75,7.7,14.79,2,0,Ecuador,Cementery,
272,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,3,6.75,3.46,5.19,5.4,11.35,2,0,Ecuador,Cementery,
273,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,4,5.99,3.94,5.49,7.78,14.49,2,0,Ecuador,Cementery,
274,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,5,7.05,3.41,4.66,5.81,11.14,2,0,Ecuador,Cementery,
275,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,6,6.77,2.66,4.88,7.15,12.06,2,0,Ecuador,Cementery,
276,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,7,7.07,3.19,5.36,6.4,11.79,2,0,Ecuador,Cementery,
277,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,8,6.44,3.4,6.01,7.05,10.78,2,0,Ecuador,Cementery,
278,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,9,7.18,4.04,5.78,6.48,11.72,2,0,Ecuador,Cementery,
279,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,10,6.57,3.89,6.17,6.21,12.65,2,0,Ecuador,Cementery,
280,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,11,5.75,3.01,5.05,5.1,8.9,2,0,Ecuador,Cementery,
281,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,12,6.83,3,4.94,7.77,12.54,2,0,Ecuador,Cementery,
282,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,13,5.98,3.3,5.56,8.16,14.01,2,0,Ecuador,Cementery,
283,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,14,5.87,3.16,4.76,7.55,12.19,2,0,Ecuador,Cementery,
284,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,15,5.63,3.48,5.15,5.71,11.65,2,0,Ecuador,Cementery,
285,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,16,7.1,2.27,4.88,7.79,12.88,2,0,Ecuador,Cementery,
286,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,17,5.97,3.04,5.43,4.22,8.2,2,0,Ecuador,Cementery,
287,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,18,7.89,5.94,4.29,5.96,3.74,2,0,Ecuador,Cementery,
288,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,19,5.37,2.89,4.23,3.7,6.48,2,0,Ecuador,Cementery,
289,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,20,6.53,4.11,5.08,4.78,9.26,2,0,Ecuador,Cementery,
290,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,21,5.55,2.72,4.61,4.51,7.79,2,0,Ecuador,Cementery,
291,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,22,7.22,3.84,5.59,5.87,10.5,2,0,Ecuador,Cementery,
292,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,23,6.44,2.4,4.74,7.01,12.55,2,0,Ecuador,Cementery,
293,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,24,7.45,2.59,4.74,4.79,9.32,2,0,Ecuador,Cementery,
294,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,25,5.62,2.92,4.39,6.9,8.96,2,0,Ecuador,Cementery,
295,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,26,7.37,3.24,5.2,9.01,15.77,2,0,Ecuador,Cementery,
296,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,27,5.84,3.21,5.33,6.82,12.07,2,0,Ecuador,Cementery,
297,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,28,4.3,2.13,3.98,6.96,9.44,2,0,Ecuador,Cementery,
298,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,29,6.91,2.97,4.71,5.96,9.85,2,0,Ecuador,Cementery,
299,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,30,4.7,2.55,4.37,3.94,6.46,2,0,Ecuador,Cementery,
300,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,31,6.74,3.03,5.4,5.03,9.39,2,0,Ecuador,Cementery,
301,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,32,4.5,3.31,4.25,2.23,5.11,2,0,Ecuador,Cementery,
302,CDRS_57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,33,5.38,3.12,4.76,6.26,10.13,2,0,Ecuador,Cementery,
303,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,1,8.82,6.59,6.61,3.69,11.63,2,0,Ecuador,Tourist Trail,
304,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,2,6.04,3.63,4.72,5.59,10.41,2,0,Ecuador,Tourist Trail,
305,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,3,4.41,3.64,4.27,5.76,9.61,2,0,Ecuador,Tourist Trail,
306,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,4,5.04,3.39,3.96,5.19,8.64,2,0,Ecuador,Tourist Trail,
307,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,5,5.17,2.9,4.54,5.59,8.74,2,0,Ecuador,Tourist Trail,
308,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,6,5.69,2.9,4.86,6.01,10.79,2,0,Ecuador,Tourist Trail,
309,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,7,7.37,4.43,6.35,6.34,12.25,4,1,Ecuador,Tourist Trail,
310,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,8,5.77,3.61,4.93,4.95,11.49,2,0,Ecuador,Tourist Trail,
311,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,9,4.67,2.28,4.06,4.41,4.99,2,0,Ecuador,Tourist Trail,
312,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,10,5.66,3.95,4.69,5.99,10.11,2,0,Ecuador,Tourist Trail,
313,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,11,6.29,3.61,5.79,6.14,10.93,2,0,Ecuador,Tourist Trail,
314,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,12,6.39,3.18,5.28,5,10.84,2,0,Ecuador,Tourist Trail,
315,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,13,5.29,3.68,4.02,6.23,10.78,2,0,Ecuador,Tourist Trail,
316,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,14,6.24,4.33,5.32,5.05,9.51,2,0,Ecuador,Tourist Trail,
317,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,15,4.53,2.84,4.3,6.18,7.96,2,0,Ecuador,Tourist Trail,
318,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,16,5.92,3.17,4.98,5.87,10.72,4,1,Ecuador,Tourist Trail,
319,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,17,7.35,3.91,5.9,6.13,11.05,4,1,Ecuador,Tourist Trail,
320,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,18,7.03,3.77,5.14,4.7,8.92,4,1,Ecuador,Tourist Trail,
321,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,19,5.34,3.54,4.6,4.32,7.46,2,0,Ecuador,Tourist Trail,
322,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,20,4.54,2.45,3.92,3.87,7.08,2,0,Ecuador,Tourist Trail,
323,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,21,4.12,2.3,3.7,4.92,6.25,2,0,Ecuador,Tourist Trail,
324,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,22,6.69,4.26,5.68,6.21,8.47,2,0,Ecuador,Tourist Trail,
325,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,23,6.62,3.27,4.68,4.7,9.18,4,1,Ecuador,Tourist Trail,
326,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,24,5.92,4,5.08,5.3,9.39,2,0,Ecuador,Tourist Trail,
327,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,25,5.66,2.96,4.71,5.6,9.78,2,0,Ecuador,Tourist Trail,
328,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,26,4.65,2.7,3.36,4.92,9.31,2,0,Ecuador,Tourist Trail,
329,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,27,6.83,2.93,4.89,4.41,7.71,2,0,Ecuador,Tourist Trail,
330,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,28,4.91,2.29,3.52,2.51,3.3,2,0,Ecuador,Tourist Trail,
331,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,29,5.07,3.09,4.35,3.48,7.09,2,0,Ecuador,Tourist Trail,
332,CDRS_57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,30,6.65,3.78,4.4,4.92,8.71,2,0,Ecuador,Tourist Trail,
